#X	CH1	CH2
#Sequence	Volt	Volt
1676	2.22e+00	-1.36e-01
1677	2.22e+00	-1.36e-01
1678	2.22e+00	-1.36e-01
1679	2.22e+00	-1.36e-01
1680	2.26e+00	-1.36e-01
1681	2.22e+00	-1.36e-01
1682	2.22e+00	-1.44e-01
1683	2.22e+00	-1.44e-01
1684	2.26e+00	-1.44e-01
1685	2.26e+00	-1.44e-01
1686	2.26e+00	-1.44e-01
1687	2.26e+00	-1.52e-01
1688	2.26e+00	-1.52e-01
1689	2.26e+00	-1.52e-01
1690	2.26e+00	-1.52e-01
1691	2.26e+00	-1.52e-01
1692	2.26e+00	-1.52e-01
1693	2.26e+00	-1.60e-01
1694	2.26e+00	-1.60e-01
1695	2.26e+00	-1.60e-01
1696	2.26e+00	-1.60e-01
1697	2.26e+00	-1.76e-01
1698	2.26e+00	-1.76e-01
1699	2.26e+00	-1.76e-01
1700	2.26e+00	-1.76e-01
1701	2.26e+00	-1.76e-01
1702	2.26e+00	-1.84e-01
1703	2.26e+00	-1.84e-01
1704	2.26e+00	-1.84e-01
1705	2.26e+00	-1.84e-01
1706	2.26e+00	-1.84e-01
1707	2.26e+00	-1.92e-01
1708	2.26e+00	-1.92e-01
1709	2.26e+00	-1.92e-01
1710	2.26e+00	-1.92e-01
1711	2.26e+00	-2.00e-01
1712	2.26e+00	-2.00e-01
1713	2.26e+00	-2.00e-01
1714	2.30e+00	-2.00e-01
1715	2.30e+00	-2.08e-01
1716	2.26e+00	-2.08e-01
1717	2.30e+00	-2.08e-01
1718	2.30e+00	-2.08e-01
1719	2.30e+00	-2.16e-01
1720	2.30e+00	-2.16e-01
1721	2.30e+00	-2.16e-01
1722	2.30e+00	-2.16e-01
1723	2.30e+00	-2.24e-01
1724	2.30e+00	-2.24e-01
1725	2.30e+00	-2.24e-01
1726	2.30e+00	-2.32e-01
1727	2.30e+00	-2.32e-01
1728	2.30e+00	-2.32e-01
1729	2.30e+00	-2.40e-01
1730	2.30e+00	-2.40e-01
1731	2.30e+00	-2.40e-01
1732	2.30e+00	-2.40e-01
1733	2.30e+00	-2.48e-01
1734	2.30e+00	-2.48e-01
1735	2.30e+00	-2.48e-01
1736	2.30e+00	-2.48e-01
1737	2.30e+00	-2.56e-01
1738	2.30e+00	-2.56e-01
1739	2.30e+00	-2.56e-01
1740	2.30e+00	-2.64e-01
1741	2.34e+00	-2.64e-01
1742	2.34e+00	-2.64e-01
1743	2.34e+00	-2.72e-01
1744	2.30e+00	-2.72e-01
1745	2.34e+00	-2.72e-01
1746	2.34e+00	-2.80e-01
1747	2.34e+00	-2.80e-01
1748	2.30e+00	-2.80e-01
1749	2.34e+00	-2.88e-01
1750	2.34e+00	-2.88e-01
1751	2.34e+00	-2.88e-01
1752	2.34e+00	-3.04e-01
1753	2.34e+00	-3.04e-01
1754	2.34e+00	-3.04e-01
1755	2.34e+00	-3.12e-01
1756	2.34e+00	-3.12e-01
1757	2.34e+00	-3.20e-01
1758	2.34e+00	-3.20e-01
1759	2.34e+00	-3.20e-01
1760	2.34e+00	-3.28e-01
1761	2.34e+00	-3.28e-01
1762	2.34e+00	-3.28e-01
1763	2.34e+00	-3.36e-01
1764	2.34e+00	-3.36e-01
1765	2.34e+00	-3.36e-01
1766	2.34e+00	-3.44e-01
1767	2.34e+00	-3.44e-01
1768	2.34e+00	-3.52e-01
1769	2.34e+00	-3.52e-01
1770	2.34e+00	-3.52e-01
1771	2.34e+00	-3.60e-01
1772	2.34e+00	-3.60e-01
1773	2.38e+00	-3.68e-01
1774	2.38e+00	-3.68e-01
1775	2.38e+00	-3.68e-01
1776	2.38e+00	-3.76e-01
1777	2.38e+00	-3.76e-01
1778	2.38e+00	-3.76e-01
1779	2.38e+00	-3.84e-01
1780	2.38e+00	-3.84e-01
1781	2.38e+00	-3.92e-01
1782	2.38e+00	-3.92e-01
1783	2.38e+00	-3.92e-01
1784	2.38e+00	-4.00e-01
1785	2.38e+00	-4.00e-01
1786	2.38e+00	-4.08e-01
1787	2.38e+00	-4.08e-01
1788	2.38e+00	-4.16e-01
1789	2.38e+00	-4.16e-01
1790	2.38e+00	-4.16e-01
1791	2.38e+00	-4.24e-01
1792	2.38e+00	-4.24e-01
1793	2.38e+00	-4.40e-01
1794	2.42e+00	-4.40e-01
1795	2.38e+00	-4.40e-01
1796	2.42e+00	-4.48e-01
1797	2.42e+00	-4.48e-01
1798	2.42e+00	-4.56e-01
1799	2.42e+00	-4.56e-01
1800	2.42e+00	-4.56e-01
1801	2.42e+00	-4.64e-01
1802	2.42e+00	-4.64e-01
1803	2.42e+00	-4.72e-01
1804	2.42e+00	-4.72e-01
1805	2.42e+00	-4.80e-01
1806	2.42e+00	-4.80e-01
1807	2.42e+00	-4.88e-01
1808	2.42e+00	-4.88e-01
1809	2.42e+00	-4.88e-01
1810	2.42e+00	-4.96e-01
1811	2.42e+00	-4.96e-01
1812	2.42e+00	-5.04e-01
1813	2.42e+00	-5.04e-01
1814	2.42e+00	-5.12e-01
1815	2.42e+00	-5.12e-01
1816	2.42e+00	-5.12e-01
1817	2.42e+00	-5.20e-01
1818	2.42e+00	-5.20e-01
1819	2.42e+00	-5.28e-01
1820	2.42e+00	-5.28e-01
1821	2.42e+00	-5.36e-01
1822	2.42e+00	-5.36e-01
1823	2.46e+00	-5.44e-01
1824	2.46e+00	-5.44e-01
1825	2.42e+00	-5.52e-01
1826	2.46e+00	-5.52e-01
1827	2.46e+00	-5.52e-01
1828	2.46e+00	-5.60e-01
1829	2.46e+00	-5.60e-01
1830	2.46e+00	-5.76e-01
1831	2.46e+00	-5.76e-01
1832	2.46e+00	-5.76e-01
1833	2.46e+00	-5.84e-01
1834	2.46e+00	-5.84e-01
1835	2.46e+00	-5.92e-01
1836	2.46e+00	-5.92e-01
1837	2.46e+00	-6.00e-01
1838	2.46e+00	-6.00e-01
1839	2.46e+00	-6.08e-01
1840	2.46e+00	-6.08e-01
1841	2.46e+00	-6.08e-01
1842	2.46e+00	-6.16e-01
1843	2.46e+00	-6.16e-01
1844	2.50e+00	-6.24e-01
1845	2.50e+00	-6.24e-01
1846	2.50e+00	-6.24e-01
1847	2.50e+00	-6.32e-01
1848	2.46e+00	-6.32e-01
1849	2.50e+00	-6.40e-01
1850	2.50e+00	-6.40e-01
1851	2.50e+00	-6.40e-01
1852	2.50e+00	-6.48e-01
1853	2.50e+00	-6.48e-01
1854	2.50e+00	-6.56e-01
1855	2.50e+00	-6.56e-01
1856	2.50e+00	-6.64e-01
1857	2.50e+00	-6.64e-01
1858	2.50e+00	-6.64e-01
1859	2.50e+00	-6.72e-01
1860	2.50e+00	-6.72e-01
1861	2.50e+00	-6.72e-01
1862	2.50e+00	-6.80e-01
1863	2.50e+00	-6.80e-01
1864	2.50e+00	-6.88e-01
1865	2.50e+00	-6.88e-01
1866	2.54e+00	-6.88e-01
1867	2.50e+00	-6.96e-01
1868	2.50e+00	-6.96e-01
1869	2.54e+00	-6.96e-01
1870	2.54e+00	-7.12e-01
1871	2.54e+00	-7.12e-01
1872	2.54e+00	-7.20e-01
1873	2.54e+00	-7.20e-01
1874	2.54e+00	-7.20e-01
1875	2.54e+00	-7.28e-01
1876	2.54e+00	-7.28e-01
1877	2.54e+00	-7.28e-01
1878	2.54e+00	-7.36e-01
1879	2.54e+00	-7.36e-01
1880	2.54e+00	-7.36e-01
1881	2.54e+00	-7.44e-01
1882	2.54e+00	-7.44e-01
1883	2.54e+00	-7.52e-01
1884	2.54e+00	-7.52e-01
1885	2.54e+00	-7.52e-01
1886	2.54e+00	-7.52e-01
1887	2.54e+00	-7.60e-01
1888	2.54e+00	-7.60e-01
1889	2.54e+00	-7.60e-01
1890	2.54e+00	-7.68e-01
1891	2.54e+00	-7.68e-01
1892	2.58e+00	-7.68e-01
1893	2.58e+00	-7.68e-01
1894	2.58e+00	-7.76e-01
1895	2.58e+00	-7.76e-01
1896	2.58e+00	-7.76e-01
1897	2.58e+00	-7.84e-01
1898	2.58e+00	-7.84e-01
1899	2.58e+00	-7.84e-01
1900	2.58e+00	-7.84e-01
1901	2.58e+00	-7.84e-01
1902	2.58e+00	-7.92e-01
1903	2.58e+00	-7.92e-01
1904	2.58e+00	-7.92e-01
1905	2.58e+00	-8.00e-01
1906	2.58e+00	-8.00e-01
1907	2.58e+00	-8.00e-01
1908	2.58e+00	-8.00e-01
1909	2.58e+00	-8.00e-01
1910	2.58e+00	-8.08e-01
1911	2.58e+00	-8.08e-01
1912	2.66e+00	-8.08e-01
1913	2.66e+00	-8.08e-01
1914	2.66e+00	-8.08e-01
1915	2.66e+00	-8.16e-01
1916	2.66e+00	-8.16e-01
1917	2.66e+00	-8.16e-01
1918	2.66e+00	-8.16e-01
1919	2.66e+00	-8.16e-01
1920	2.66e+00	-8.16e-01
1921	2.66e+00	-8.24e-01
1922	2.66e+00	-8.24e-01
1923	2.66e+00	-8.24e-01
1924	2.66e+00	-8.24e-01
1925	2.70e+00	-8.24e-01
1926	2.66e+00	-8.40e-01
1927	2.66e+00	-8.40e-01
1928	2.66e+00	-8.40e-01
1929	2.66e+00	-8.40e-01
1930	2.70e+00	-8.40e-01
1931	2.70e+00	-8.40e-01
1932	2.70e+00	-8.40e-01
1933	2.70e+00	-8.40e-01
1934	2.70e+00	-8.48e-01
1935	2.70e+00	-8.48e-01
1936	2.70e+00	-8.48e-01
1937	2.70e+00	-8.48e-01
1938	2.70e+00	-8.48e-01
1939	2.70e+00	-8.48e-01
1940	2.70e+00	-8.48e-01
1941	2.70e+00	-8.48e-01
1942	2.70e+00	-8.56e-01
1943	2.70e+00	-8.56e-01
1944	2.70e+00	-8.56e-01
1945	2.70e+00	-8.56e-01
1946	2.70e+00	-8.56e-01
1947	2.70e+00	-8.56e-01
1948	2.70e+00	-8.56e-01
1949	2.74e+00	-8.56e-01
1950	2.70e+00	-8.56e-01
1951	2.70e+00	-8.56e-01
1952	2.74e+00	-8.56e-01
1953	2.70e+00	-8.64e-01
1954	2.74e+00	-8.64e-01
1955	2.74e+00	-8.64e-01
1956	2.74e+00	-8.64e-01
1957	2.74e+00	-8.64e-01
1958	2.74e+00	-8.64e-01
1959	2.74e+00	-8.64e-01
1960	2.74e+00	-8.64e-01
1961	2.74e+00	-8.64e-01
1962	2.74e+00	-8.64e-01
1963	2.74e+00	-8.64e-01
1964	2.74e+00	-8.64e-01
1965	2.74e+00	-8.64e-01
1966	2.74e+00	-8.64e-01
1967	2.74e+00	-8.64e-01
1968	2.78e+00	-8.64e-01
1969	2.74e+00	-8.64e-01
1970	2.74e+00	-8.64e-01
1971	2.78e+00	-8.64e-01
1972	2.78e+00	-8.64e-01
1973	2.78e+00	-8.64e-01
1974	2.78e+00	-8.64e-01
1975	2.78e+00	-8.64e-01
1976	2.78e+00	-8.64e-01
1977	2.78e+00	-8.64e-01
1978	2.78e+00	-8.64e-01
1979	2.78e+00	-8.64e-01
1980	2.78e+00	-8.64e-01
1981	2.78e+00	-8.64e-01
1982	2.78e+00	-8.72e-01
1983	2.78e+00	-8.64e-01
1984	2.78e+00	-8.64e-01
1985	2.78e+00	-8.72e-01
1986	2.78e+00	-8.64e-01
1987	2.82e+00	-8.64e-01
1988	2.78e+00	-8.72e-01
1989	2.82e+00	-8.64e-01
1990	2.82e+00	-8.72e-01
1991	2.82e+00	-8.64e-01
1992	2.82e+00	-8.64e-01
1993	2.82e+00	-8.64e-01
1994	2.82e+00	-8.64e-01
1995	2.82e+00	-8.64e-01
1996	2.82e+00	-8.64e-01
1997	2.82e+00	-8.64e-01
1998	2.82e+00	-8.64e-01
1999	2.82e+00	-8.64e-01
2000	2.82e+00	-8.64e-01
2001	2.82e+00	-8.64e-01
2002	2.82e+00	-8.64e-01
2003	2.82e+00	-8.64e-01
2004	2.82e+00	-8.64e-01
2005	2.82e+00	-8.64e-01
2006	2.82e+00	-8.64e-01
2007	2.86e+00	-8.64e-01
2008	2.82e+00	-8.64e-01
2009	2.86e+00	-8.64e-01
2010	2.82e+00	-8.64e-01
2011	2.86e+00	-8.64e-01
2012	2.86e+00	-8.64e-01
2013	2.86e+00	-8.64e-01
2014	2.86e+00	-8.64e-01
2015	2.86e+00	-8.56e-01
2016	2.86e+00	-8.56e-01
2017	2.86e+00	-8.56e-01
2018	2.86e+00	-8.56e-01
2019	2.86e+00	-8.56e-01
2020	2.86e+00	-8.56e-01
2021	2.86e+00	-8.56e-01
2022	2.86e+00	-8.56e-01
2023	2.86e+00	-8.56e-01
2024	2.86e+00	-8.56e-01
2025	2.90e+00	-8.56e-01
2026	2.90e+00	-8.56e-01
2027	2.86e+00	-8.56e-01
2028	2.90e+00	-8.56e-01
2029	2.90e+00	-8.56e-01
2030	2.90e+00	-8.56e-01
2031	2.90e+00	-8.56e-01
2032	2.90e+00	-8.56e-01
2033	2.90e+00	-8.56e-01
2034	2.90e+00	-8.48e-01
2035	2.90e+00	-8.48e-01
2036	2.90e+00	-8.48e-01
2037	2.90e+00	-8.48e-01
2038	2.90e+00	-8.48e-01
2039	2.90e+00	-8.48e-01
2040	2.90e+00	-8.48e-01
2041	2.90e+00	-8.48e-01
2042	2.90e+00	-8.48e-01
2043	2.90e+00	-8.48e-01
2044	2.90e+00	-8.48e-01
2045	2.94e+00	-8.40e-01
2046	2.94e+00	-8.40e-01
2047	2.94e+00	-8.40e-01
2048	2.94e+00	-8.40e-01
2049	2.94e+00	-8.40e-01
2050	2.94e+00	-8.40e-01
2051	2.94e+00	-8.40e-01
2052	2.94e+00	-8.40e-01
2053	2.94e+00	-8.40e-01
2054	2.94e+00	-8.40e-01
2055	2.94e+00	-8.40e-01
2056	2.94e+00	-8.40e-01
2057	2.94e+00	-8.40e-01
2058	2.94e+00	-8.40e-01
2059	2.94e+00	-8.40e-01
2060	2.94e+00	-8.40e-01
2061	2.94e+00	-8.24e-01
2062	2.94e+00	-8.24e-01
2063	2.98e+00	-8.24e-01
2064	2.98e+00	-8.24e-01
2065	2.98e+00	-8.24e-01
2066	2.98e+00	-8.24e-01
2067	2.98e+00	-8.24e-01
2068	2.98e+00	-8.24e-01
2069	2.98e+00	-8.24e-01
2070	2.98e+00	-8.24e-01
2071	2.98e+00	-8.24e-01
2072	2.98e+00	-8.16e-01
2073	2.98e+00	-8.24e-01
2074	2.98e+00	-8.16e-01
2075	2.98e+00	-8.16e-01
2076	2.98e+00	-8.16e-01
2077	2.98e+00	-8.16e-01
2078	3.02e+00	-8.16e-01
2079	3.02e+00	-8.16e-01
2080	2.98e+00	-8.16e-01
2081	2.98e+00	-8.16e-01
2082	2.98e+00	-8.16e-01
2083	3.02e+00	-8.16e-01
2084	3.02e+00	-8.16e-01
2085	3.02e+00	-8.08e-01
2086	3.02e+00	-8.08e-01
2087	3.02e+00	-8.08e-01
2088	3.02e+00	-8.08e-01
2089	3.02e+00	-8.08e-01
2090	3.02e+00	-8.08e-01
2091	3.02e+00	-8.08e-01
2092	3.02e+00	-8.08e-01
2093	3.02e+00	-8.08e-01
2094	3.02e+00	-8.08e-01
2095	3.02e+00	-8.08e-01
2096	3.02e+00	-8.00e-01
2097	3.06e+00	-8.00e-01
2098	3.06e+00	-8.00e-01
2099	3.06e+00	-8.00e-01
2100	3.02e+00	-8.00e-01
2101	3.06e+00	-8.00e-01
2102	3.06e+00	-8.00e-01
2103	3.06e+00	-8.00e-01
2104	3.06e+00	-8.00e-01
2105	3.06e+00	-8.00e-01
2106	3.06e+00	-8.00e-01
2107	3.06e+00	-8.00e-01
2108	3.06e+00	-8.00e-01
2109	3.06e+00	-7.92e-01
2110	3.06e+00	-7.92e-01
2111	3.06e+00	-7.92e-01
2112	3.06e+00	-7.92e-01
2113	3.06e+00	-7.92e-01
2114	3.06e+00	-7.92e-01
2115	3.06e+00	-7.92e-01
2116	3.10e+00	-7.92e-01
2117	3.10e+00	-7.92e-01
2118	3.10e+00	-7.92e-01
2119	3.10e+00	-7.92e-01
2120	3.10e+00	-7.92e-01
2121	3.10e+00	-7.92e-01
2122	3.10e+00	-7.92e-01
2123	3.10e+00	-7.84e-01
2124	3.10e+00	-7.84e-01
2125	3.10e+00	-7.84e-01
2126	3.10e+00	-7.84e-01
2127	3.10e+00	-7.84e-01
2128	3.10e+00	-7.84e-01
2129	3.10e+00	-7.84e-01
2130	3.10e+00	-7.84e-01
2131	3.14e+00	-7.84e-01
2132	3.14e+00	-7.84e-01
2133	3.10e+00	-7.84e-01
2134	3.10e+00	-7.84e-01
2135	3.14e+00	-7.84e-01
2136	3.14e+00	-7.84e-01
2137	3.14e+00	-7.84e-01
2138	3.14e+00	-7.76e-01
2139	3.14e+00	-7.76e-01
2140	3.14e+00	-7.76e-01
2141	3.14e+00	-7.76e-01
2142	3.14e+00	-7.76e-01
2143	3.14e+00	-7.76e-01
2144	3.14e+00	-7.76e-01
2145	3.14e+00	-7.76e-01
2146	3.14e+00	-7.76e-01
2147	3.14e+00	-7.76e-01
2148	3.18e+00	-7.76e-01
2149	3.14e+00	-7.76e-01
2150	3.18e+00	-7.76e-01
2151	3.18e+00	-7.76e-01
2152	3.18e+00	-7.76e-01
2153	3.18e+00	-7.76e-01
2154	3.18e+00	-7.76e-01
2155	3.18e+00	-7.76e-01
2156	3.18e+00	-7.68e-01
2157	3.18e+00	-7.68e-01
2158	3.18e+00	-7.68e-01
2159	3.18e+00	-7.68e-01
2160	3.18e+00	-7.68e-01
2161	3.18e+00	-7.68e-01
2162	3.18e+00	-7.68e-01
2163	3.18e+00	-7.68e-01
2164	3.18e+00	-7.68e-01
2165	3.18e+00	-7.68e-01
2166	3.22e+00	-7.68e-01
2167	3.22e+00	-7.68e-01
2168	3.22e+00	-7.68e-01
2169	3.22e+00	-7.68e-01
2170	3.22e+00	-7.68e-01
2171	3.22e+00	-7.68e-01
2172	3.22e+00	-7.68e-01
2173	3.22e+00	-7.68e-01
2174	3.22e+00	-7.68e-01
2175	3.22e+00	-7.68e-01
2176	3.22e+00	-7.68e-01
2177	3.22e+00	-7.68e-01
2178	3.22e+00	-7.68e-01
2179	3.22e+00	-7.68e-01
2180	3.22e+00	-7.68e-01
2181	3.26e+00	-7.60e-01
2182	3.22e+00	-7.68e-01
2183	3.22e+00	-7.60e-01
2184	3.22e+00	-7.60e-01
2185	3.26e+00	-7.60e-01
2186	3.26e+00	-7.60e-01
2187	3.26e+00	-7.60e-01
2188	3.26e+00	-7.60e-01
2189	3.26e+00	-7.60e-01
2190	3.26e+00	-7.60e-01
2191	3.26e+00	-7.60e-01
2192	3.26e+00	-7.60e-01
2193	3.26e+00	-7.60e-01
2194	3.26e+00	-7.60e-01
2195	3.26e+00	-7.60e-01
2196	3.26e+00	-7.60e-01
2197	3.26e+00	-7.60e-01
2198	3.26e+00	-7.60e-01
2199	3.26e+00	-7.60e-01
2200	3.30e+00	-7.60e-01
2201	3.30e+00	-7.60e-01
2202	3.30e+00	-7.60e-01
2203	3.30e+00	-7.60e-01
2204	3.30e+00	-7.60e-01
2205	3.30e+00	-7.52e-01
2206	3.30e+00	-7.52e-01
2207	3.30e+00	-7.52e-01
2208	3.30e+00	-7.52e-01
2209	3.30e+00	-7.52e-01
2210	3.30e+00	-7.52e-01
2211	3.30e+00	-7.52e-01
2212	3.30e+00	-7.52e-01
2213	3.30e+00	-7.52e-01
2214	3.30e+00	-7.52e-01
2215	3.30e+00	-7.52e-01
2216	3.30e+00	-7.52e-01
2217	3.34e+00	-7.52e-01
2218	3.34e+00	-7.52e-01
2219	3.34e+00	-7.52e-01
2220	3.34e+00	-7.52e-01
2221	3.34e+00	-7.52e-01
2222	3.34e+00	-7.52e-01
2223	3.34e+00	-7.52e-01
2224	3.34e+00	-7.52e-01
2225	3.34e+00	-7.52e-01
2226	3.34e+00	-7.52e-01
2227	3.34e+00	-7.52e-01
2228	3.34e+00	-7.52e-01
2229	3.34e+00	-7.52e-01
2230	3.38e+00	-7.52e-01
2231	3.34e+00	-7.52e-01
2232	3.38e+00	-7.44e-01
2233	3.38e+00	-7.44e-01
2234	3.38e+00	-7.44e-01
2235	3.38e+00	-7.44e-01
2236	3.38e+00	-7.44e-01
2237	3.38e+00	-7.44e-01
2238	3.38e+00	-7.44e-01
2239	3.38e+00	-7.44e-01
2240	3.38e+00	-7.44e-01
2241	3.38e+00	-7.44e-01
2242	3.38e+00	-7.44e-01
2243	3.38e+00	-7.44e-01
2244	3.38e+00	-7.44e-01
2245	3.38e+00	-7.44e-01
2246	3.38e+00	-7.44e-01
2247	3.38e+00	-7.36e-01
2248	3.38e+00	-7.44e-01
2249	3.38e+00	-7.36e-01
2250	3.38e+00	-7.36e-01
2251	3.42e+00	-7.36e-01
2252	3.42e+00	-7.36e-01
2253	3.42e+00	-7.36e-01
2254	3.42e+00	-7.36e-01
2255	3.42e+00	-7.36e-01
2256	3.42e+00	-7.36e-01
2257	3.42e+00	-7.36e-01
2258	3.42e+00	-7.36e-01
2259	3.42e+00	-7.36e-01
2260	3.42e+00	-7.36e-01
2261	3.42e+00	-7.28e-01
2262	3.42e+00	-7.28e-01
2263	3.42e+00	-7.28e-01
2264	3.42e+00	-7.28e-01
2265	3.42e+00	-7.28e-01
2266	3.42e+00	-7.28e-01
2267	3.50e+00	-7.28e-01
2268	3.50e+00	-7.28e-01
2269	3.42e+00	-7.28e-01
2270	3.50e+00	-7.28e-01
2271	3.50e+00	-7.28e-01
2272	3.50e+00	-7.20e-01
2273	3.50e+00	-7.20e-01
2274	3.50e+00	-7.20e-01
2275	3.50e+00	-7.20e-01
2276	3.50e+00	-7.20e-01
2277	3.50e+00	-7.20e-01
2278	3.50e+00	-7.20e-01
2279	3.50e+00	-7.20e-01
2280	3.50e+00	-7.20e-01
2281	3.50e+00	-7.12e-01
2282	3.50e+00	-7.12e-01
2283	3.50e+00	-7.12e-01
2284	3.50e+00	-7.12e-01
2285	3.54e+00	-7.12e-01
2286	3.54e+00	-7.12e-01
2287	3.54e+00	-7.12e-01
2288	3.54e+00	-6.96e-01
2289	3.54e+00	-6.96e-01
2290	3.54e+00	-6.96e-01
2291	3.54e+00	-6.96e-01
2292	3.54e+00	-6.96e-01
2293	3.54e+00	-6.96e-01
2294	3.54e+00	-6.96e-01
2295	3.54e+00	-6.88e-01
2296	3.54e+00	-6.88e-01
2297	3.54e+00	-6.88e-01
2298	3.58e+00	-6.88e-01
2299	3.58e+00	-6.88e-01
2300	3.58e+00	-6.88e-01
2301	3.58e+00	-6.80e-01
2302	3.58e+00	-6.80e-01
2303	3.58e+00	-6.80e-01
2304	3.58e+00	-6.80e-01
2305	3.58e+00	-6.80e-01
2306	3.58e+00	-6.72e-01
2307	3.58e+00	-6.72e-01
2308	3.58e+00	-6.72e-01
2309	3.58e+00	-6.72e-01
2310	3.58e+00	-6.72e-01
2311	3.58e+00	-6.64e-01
2312	3.62e+00	-6.64e-01
2313	3.58e+00	-6.64e-01
2314	3.58e+00	-6.64e-01
2315	3.58e+00	-6.64e-01
2316	3.62e+00	-6.56e-01
2317	3.62e+00	-6.56e-01
2318	3.62e+00	-6.56e-01
2319	3.62e+00	-6.56e-01
2320	3.62e+00	-6.56e-01
2321	3.62e+00	-6.48e-01
2322	3.62e+00	-6.48e-01
2323	3.62e+00	-6.48e-01
2324	3.62e+00	-6.48e-01
2325	3.62e+00	-6.40e-01
2326	3.62e+00	-6.40e-01
2327	3.62e+00	-6.40e-01
2328	3.62e+00	-6.40e-01
2329	3.62e+00	-6.40e-01
2330	3.62e+00	-6.32e-01
2331	3.62e+00	-6.32e-01
2332	3.62e+00	-6.32e-01
2333	3.66e+00	-6.24e-01
2334	3.66e+00	-6.24e-01
2335	3.66e+00	-6.24e-01
2336	3.66e+00	-6.24e-01
2337	3.66e+00	-6.24e-01
2338	3.66e+00	-6.16e-01
2339	3.66e+00	-6.16e-01
2340	3.66e+00	-6.16e-01
2341	3.66e+00	-6.08e-01
2342	3.66e+00	-6.08e-01
2343	3.66e+00	-6.08e-01
2344	3.66e+00	-6.00e-01
2345	3.66e+00	-6.00e-01
2346	3.66e+00	-6.00e-01
2347	3.70e+00	-6.00e-01
2348	3.70e+00	-5.92e-01
2349	3.66e+00	-5.92e-01
2350	3.70e+00	-5.92e-01
2351	3.70e+00	-5.84e-01
2352	3.70e+00	-5.84e-01
2353	3.70e+00	-5.84e-01
2354	3.70e+00	-5.84e-01
2355	3.70e+00	-5.76e-01
2356	3.70e+00	-5.76e-01
2357	3.70e+00	-5.76e-01
2358	3.70e+00	-5.60e-01
2359	3.70e+00	-5.60e-01
2360	3.70e+00	-5.60e-01
2361	3.70e+00	-5.52e-01
2362	3.70e+00	-5.52e-01
2363	3.74e+00	-5.52e-01
2364	3.70e+00	-5.52e-01
2365	3.74e+00	-5.44e-01
2366	3.74e+00	-5.44e-01
2367	3.74e+00	-5.36e-01
2368	3.74e+00	-5.36e-01
2369	3.74e+00	-5.36e-01
2370	3.74e+00	-5.36e-01
2371	3.74e+00	-5.28e-01
2372	3.74e+00	-5.28e-01
2373	3.74e+00	-5.28e-01
2374	3.74e+00	-5.20e-01
2375	3.74e+00	-5.20e-01
2376	3.74e+00	-5.20e-01
2377	3.74e+00	-5.12e-01
2378	3.78e+00	-5.12e-01
2379	3.78e+00	-5.12e-01
2380	3.78e+00	-5.04e-01
2381	3.78e+00	-5.04e-01
2382	3.78e+00	-4.96e-01
2383	3.78e+00	-4.96e-01
2384	3.78e+00	-4.96e-01
2385	3.78e+00	-4.88e-01
2386	3.78e+00	-4.88e-01
2387	3.78e+00	-4.88e-01
2388	3.78e+00	-4.80e-01
2389	3.78e+00	-4.80e-01
2390	3.78e+00	-4.80e-01
2391	3.78e+00	-4.72e-01
2392	3.78e+00	-4.72e-01
2393	3.78e+00	-4.64e-01
2394	3.82e+00	-4.64e-01
2395	3.78e+00	-4.64e-01
2396	3.82e+00	-4.56e-01
2397	3.82e+00	-4.56e-01
2398	3.82e+00	-4.56e-01
2399	3.82e+00	-4.48e-01
2400	3.82e+00	-4.48e-01
2401	3.82e+00	-4.40e-01
2402	3.82e+00	-4.40e-01
2403	3.82e+00	-4.40e-01
2404	3.82e+00	-4.24e-01
2405	3.82e+00	-4.24e-01
2406	3.82e+00	-4.16e-01
2407	3.82e+00	-4.16e-01
2408	3.82e+00	-4.16e-01
2409	3.82e+00	-4.08e-01
2410	3.86e+00	-4.08e-01
2411	3.86e+00	-4.08e-01
2412	3.86e+00	-4.00e-01
2413	3.86e+00	-4.00e-01
2414	3.86e+00	-3.92e-01
2415	3.86e+00	-3.92e-01
2416	3.86e+00	-3.92e-01
2417	3.86e+00	-3.84e-01
2418	3.86e+00	-3.84e-01
2419	3.86e+00	-3.76e-01
2420	3.86e+00	-3.76e-01
2421	3.86e+00	-3.76e-01
2422	3.86e+00	-3.68e-01
2423	3.86e+00	-3.68e-01
2424	3.86e+00	-3.68e-01
2425	3.86e+00	-3.60e-01
2426	3.86e+00	-3.60e-01
2427	3.90e+00	-3.52e-01
2428	3.90e+00	-3.52e-01
2429	3.90e+00	-3.52e-01
2430	3.90e+00	-3.44e-01
2431	3.90e+00	-3.44e-01
2432	3.90e+00	-3.36e-01
2433	3.90e+00	-3.36e-01
2434	3.90e+00	-3.36e-01
2435	3.90e+00	-3.28e-01
2436	3.90e+00	-3.28e-01
2437	3.90e+00	-3.20e-01
2438	3.90e+00	-3.20e-01
2439	3.90e+00	-3.20e-01
2440	3.94e+00	-3.12e-01
2441	3.90e+00	-3.12e-01
2442	3.90e+00	-3.12e-01
2443	3.94e+00	-3.04e-01
2444	3.94e+00	-3.04e-01
2445	3.94e+00	-2.88e-01
2446	3.94e+00	-2.88e-01
2447	3.94e+00	-2.88e-01
2448	3.94e+00	-2.80e-01
2449	3.94e+00	-2.80e-01
2450	3.94e+00	-2.80e-01
2451	3.94e+00	-2.72e-01
